"Disease","Report Year","DHBName","Case Count","Case rate per 100,000"
"Rickettsial disease",2006,"Tairawhiti",0,0
"Diphtheria",2006,"Tairawhiti",0,0
"Listeriosis",2006,"Tairawhiti",0,0
"Shigellosis",2006,"Tairawhiti",0,0
"Tetanus",2006,"Tairawhiti",0,0
"Invasive pneumococcal disease",2006,"Tairawhiti",0,0
"Hydatid disease",2006,"Tairawhiti",0,0
"Toxic shellfish poisoning",2006,"Tairawhiti",0,0
"Salmonellosis",2006,"Tairawhiti",10,23
"Cholera",2006,"Tairawhiti",0,0
"Poliomyelitis",2006,"Tairawhiti",0,0
"Meningoencephalitis - primary amoebic",2006,"Tairawhiti",0,0
"Hepatitis A",2006,"Tairawhiti",2,4.6
"Acute gastroenteritis",2006,"Tairawhiti",0,0
"Mumps",2006,"Tairawhiti",0,0
"Leprosy",2006,"Tairawhiti",0,0
"Tuberculosis disease",2006,"Tairawhiti",0,0
"Cryptosporidiosis",2006,"Tairawhiti",9,20.7
"Yersiniosis",2006,"Tairawhiti",4,9.2
"VTEC/STEC infection",2006,"Tairawhiti",1,2.3
"Mpox",2006,"Tairawhiti",0,0
"Giardiasis",2006,"Tairawhiti",9,20.7
"Haemophilus influenzae type b",2006,"Tairawhiti",0,0
"Typhoid fever",2006,"Taranaki",0,0
"Arboviral diseases",2006,"Taranaki",0,0
"Diphtheria",2006,"Taranaki",0,0
"Hepatitis C",2006,"Taranaki",6,5.8
"Legionellosis",2006,"Taranaki",1,1
"Hydatid disease",2006,"Taranaki",0,0
"Taeniasis",2006,"Taranaki",0,0
"Cysticercosis",2006,"Taranaki",0,0
"Mumps",2006,"Taranaki",0,0
"Pertussis",2006,"Taranaki",4,3.9
"Hepatitis B",2006,"Taranaki",2,1.9
"Yersiniosis",2006,"Taranaki",7,6.7
"Campylobacteriosis",2006,"Taranaki",472,455
"Hepatitis NOS",2006,"Taranaki",0,0
"Rheumatic fever",2006,"Taranaki",1,1
"Brucellosis",2006,"Taranaki",0,0
"Malaria",2006,"Taranaki",0,0
"Meningococcal disease",2006,"Taranaki",3,2.9
"Hepatitis A",2006,"Taranaki",1,1
"Rickettsial disease",2006,"Taranaki",0,0
"Haemophilus influenzae type b",2006,"Taranaki",0,0
"Listeriosis",2006,"Taranaki",0,0
"Measles",2006,"Taranaki",0,0
"Tetanus",2006,"Taranaki",0,0
"Paratyphoid fever",2006,"Taranaki",0,0
"Leptospirosis",2006,"Taranaki",6,5.8
"Cholera",2006,"Taranaki",0,0
"Salmonellosis",2006,"Taranaki",47,45.3
"Trichinosis",2006,"Taranaki",0,0
"Meningoencephalitis - primary amoebic",2006,"Taranaki",0,0
"Poliomyelitis",2006,"Taranaki",0,0
"Q fever",2006,"Taranaki",0,0
"Cryptosporidiosis",2006,"Taranaki",15,14.5
"Shigellosis",2006,"Taranaki",0,0
"Rubella",2006,"Taranaki",0,0
"Leprosy",2006,"Taranaki",0,0
"Mpox",2006,"Taranaki",0,0
"Acute gastroenteritis",2006,"Taranaki",6,5.8
"Toxic shellfish poisoning",2006,"Taranaki",0,0
"VTEC/STEC infection",2006,"Taranaki",2,1.9
"Rabies and other lyssaviruses",2006,"Taranaki",0,0
"Invasive pneumococcal disease",2006,"Taranaki",0,0
"Tuberculosis disease",2006,"Taranaki",3,2.9
"Giardiasis",2006,"Taranaki",12,11.6
"Diphtheria",2006,"Hawke's Bay",0,0
"Meningococcal disease",2006,"Hawke's Bay",4,2.7
"Hepatitis C",2006,"Hawke's Bay",1,0.7
"Hepatitis NOS",2006,"Hawke's Bay",0,0
"Typhoid fever",2006,"Hawke's Bay",0,0
"Hepatitis B",2006,"Hawke's Bay",2,1.4
"Taeniasis",2006,"Hawke's Bay",0,0
"Arboviral diseases",2006,"Hawke's Bay",0,0
"Salmonellosis",2006,"Hawke's Bay",69,46.9
"Pertussis",2006,"Hawke's Bay",19,12.9
"Brucellosis",2006,"Hawke's Bay",0,0
"Measles",2006,"Hawke's Bay",0,0
"Listeriosis",2006,"Hawke's Bay",2,1.4
"Mpox",2006,"Hawke's Bay",0,0
"Campylobacteriosis",2006,"Hawke's Bay",518,352.3
"Rubella",2006,"Hawke's Bay",1,0.7
"Rheumatic fever",2006,"Hawke's Bay",7,4.8
"Rickettsial disease",2006,"Hawke's Bay",0,0
"Legionellosis",2006,"Hawke's Bay",2,1.4
"Trichinosis",2006,"Hawke's Bay",0,0
"Tetanus",2006,"Hawke's Bay",0,0
"Hydatid disease",2006,"Hawke's Bay",0,0
"Yersiniosis",2006,"Hawke's Bay",9,6.1
"Haemophilus influenzae type b",2006,"Hawke's Bay",0,0
"Toxic shellfish poisoning",2006,"Hawke's Bay",0,0
"Paratyphoid fever",2006,"Hawke's Bay",1,0.7
"Invasive pneumococcal disease",2006,"Hawke's Bay",0,0
"Q fever",2006,"Hawke's Bay",0,0
"Malaria",2006,"Hawke's Bay",1,0.7
"Cysticercosis",2006,"Hawke's Bay",0,0
"Mumps",2006,"Hawke's Bay",2,1.4
"Leprosy",2006,"Hawke's Bay",1,0.7
"Meningoencephalitis - primary amoebic",2006,"Hawke's Bay",0,0
"Leptospirosis",2006,"Hawke's Bay",8,5.4
"Hepatitis A",2006,"Hawke's Bay",0,0
"Acute gastroenteritis",2006,"Hawke's Bay",20,13.6
"Cryptosporidiosis",2006,"Hawke's Bay",16,10.9
"Poliomyelitis",2006,"Hawke's Bay",0,0
"Tuberculosis disease",2006,"Hawke's Bay",8,5.4
"Giardiasis",2006,"Hawke's Bay",52,35.4
"Rabies and other lyssaviruses",2006,"Hawke's Bay",0,0
"VTEC/STEC infection",2006,"Hawke's Bay",3,2
"Cholera",2006,"Hawke's Bay",0,0
"Shigellosis",2006,"Hawke's Bay",3,2
"Rheumatic fever",2006,"Whanganui",3,5
"Hepatitis C",2006,"Whanganui",0,0
"Pertussis",2006,"Whanganui",3,5
"Hydatid disease",2006,"Whanganui",0,0
"Yersiniosis",2006,"Whanganui",8,13.2
"Brucellosis",2006,"Whanganui",0,0
"Arboviral diseases",2006,"Whanganui",0,0
"Diphtheria",2006,"Whanganui",0,0
"Tetanus",2006,"Whanganui",0,0
"Leptospirosis",2006,"Whanganui",5,8.3
"Salmonellosis",2006,"Whanganui",14,23.1
"Leprosy",2006,"Whanganui",0,0
"Typhoid fever",2006,"Whanganui",0,0
"Rickettsial disease",2006,"Whanganui",0,0
"Hepatitis B",2006,"Whanganui",1,1.7
"Rubella",2006,"Whanganui",0,0
"Trichinosis",2006,"Whanganui",0,0
"Cysticercosis",2006,"Whanganui",0,0
"Measles",2006,"Whanganui",0,0
"Campylobacteriosis",2006,"Whanganui",231,381.3
"Acute gastroenteritis",2006,"Whanganui",45,74.3
"Hepatitis NOS",2006,"Whanganui",0,0
"Cryptosporidiosis",2006,"Whanganui",20,33
"Malaria",2006,"Whanganui",0,0
"Taeniasis",2006,"Whanganui",0,0
"Meningococcal disease",2006,"Whanganui",0,0
"Invasive pneumococcal disease",2006,"Whanganui",0,0
"Q fever",2006,"Whanganui",0,0
"Rabies and other lyssaviruses",2006,"Whanganui",0,0
"Mumps",2006,"Whanganui",2,3.3
"Giardiasis",2006,"Whanganui",22,36.3
"Mpox",2006,"Whanganui",0,0
"Haemophilus influenzae type b",2006,"Whanganui",0,0
"Tuberculosis disease",2006,"Whanganui",2,3.3
"Cholera",2006,"Whanganui",0,0
"VTEC/STEC infection",2006,"Whanganui",0,0
"Paratyphoid fever",2006,"Whanganui",0,0
"Poliomyelitis",2006,"Whanganui",0,0
"Legionellosis",2006,"Whanganui",0,0
"Hepatitis A",2006,"Whanganui",3,5
"Listeriosis",2006,"Whanganui",0,0
"Shigellosis",2006,"Whanganui",5,8.3
"Meningoencephalitis - primary amoebic",2006,"Whanganui",0,0
"Toxic shellfish poisoning",2006,"Whanganui",0,0
"Pertussis",2006,"MidCentral",17,10.6
"Malaria",2006,"MidCentral",0,0
"Hepatitis NOS",2006,"MidCentral",0,0
"Diphtheria",2006,"MidCentral",0,0
"Rheumatic fever",2006,"MidCentral",1,0.6
"Yersiniosis",2006,"MidCentral",10,6.3
"Hydatid disease",2006,"MidCentral",0,0
"Hepatitis C",2006,"MidCentral",0,0
"Taeniasis",2006,"MidCentral",0,0
"Meningococcal disease",2006,"MidCentral",7,4.4
"Rickettsial disease",2006,"MidCentral",0,0
"Salmonellosis",2006,"MidCentral",37,23.1
"Mumps",2006,"MidCentral",3,1.9
"Trichinosis",2006,"MidCentral",0,0
"Cysticercosis",2006,"MidCentral",0,0
"Measles",2006,"MidCentral",0,0
"Leprosy",2006,"MidCentral",0,0
"Brucellosis",2006,"MidCentral",0,0
"Haemophilus influenzae type b",2006,"MidCentral",0,0
"Cholera",2006,"MidCentral",0,0
"Mpox",2006,"MidCentral",0,0
"Shigellosis",2006,"MidCentral",0,0
"Typhoid fever",2006,"MidCentral",0,0
"Legionellosis",2006,"MidCentral",0,0
"Rabies and other lyssaviruses",2006,"MidCentral",0,0
"Hepatitis A",2006,"MidCentral",2,1.3
"Hepatitis B",2006,"MidCentral",0,0
"Q fever",2006,"MidCentral",0,0
"Rubella",2006,"MidCentral",1,0.6
"Acute gastroenteritis",2006,"MidCentral",235,147
"Arboviral diseases",2006,"MidCentral",0,0
"Toxic shellfish poisoning",2006,"MidCentral",0,0
"Leptospirosis",2006,"MidCentral",6,3.8
"Poliomyelitis",2006,"MidCentral",0,0
"Tuberculosis disease",2006,"MidCentral",31,19.4
"Paratyphoid fever",2006,"MidCentral",0,0
"Giardiasis",2006,"MidCentral",33,20.6
"Listeriosis",2006,"MidCentral",1,0.6
"Meningoencephalitis - primary amoebic",2006,"MidCentral",0,0
"Invasive pneumococcal disease",2006,"MidCentral",0,0
"Cryptosporidiosis",2006,"MidCentral",58,36.3
"Campylobacteriosis",2006,"MidCentral",364,227.6
"Tetanus",2006,"MidCentral",0,0
"VTEC/STEC infection",2006,"MidCentral",1,0.6
"Diphtheria",2006,"Wairarapa",0,0
"Rabies and other lyssaviruses",2006,"Wairarapa",0,0
"Pertussis",2006,"Wairarapa",4,10.4
"Brucellosis",2006,"Wairarapa",0,0
"Legionellosis",2006,"Wairarapa",2,5.2
"Hepatitis C",2006,"Wairarapa",0,0
"Typhoid fever",2006,"Wairarapa",0,0
"Malaria",2006,"Wairarapa",0,0
"Arboviral diseases",2006,"Wairarapa",0,0
"Measles",2006,"Wairarapa",0,0
"Hepatitis B",2006,"Wairarapa",1,2.6
"Mumps",2006,"Wairarapa",1,2.6
"Toxic shellfish poisoning",2006,"Wairarapa",0,0
"Shigellosis",2006,"Wairarapa",0,0
"Hepatitis NOS",2006,"Wairarapa",0,0
"Hydatid disease",2006,"Wairarapa",0,0
"Campylobacteriosis",2006,"Wairarapa",89,231.2
"Taeniasis",2006,"Wairarapa",0,0
"Trichinosis",2006,"Wairarapa",0,0
"Leptospirosis",2006,"Wairarapa",5,13
"Poliomyelitis",2006,"Wairarapa",0,0
"Meningoencephalitis - primary amoebic",2006,"Wairarapa",0,0
"Acute gastroenteritis",2006,"Wairarapa",1,2.6
"Q fever",2006,"Wairarapa",0,0
"Paratyphoid fever",2006,"Wairarapa",0,0
"Cryptosporidiosis",2006,"Wairarapa",25,64.9
"Meningococcal disease",2006,"Wairarapa",2,5.2
"Yersiniosis",2006,"Wairarapa",1,2.6
"Leprosy",2006,"Wairarapa",0,0
"Mpox",2006,"Wairarapa",0,0
"VTEC/STEC infection",2006,"Wairarapa",0,0
"Rubella",2006,"Wairarapa",0,0
"Listeriosis",2006,"Wairarapa",0,0
"Cysticercosis",2006,"Wairarapa",0,0
"Cholera",2006,"Wairarapa",0,0
"Tuberculosis disease",2006,"Wairarapa",2,5.2
"Rheumatic fever",2006,"Wairarapa",0,0
"Invasive pneumococcal disease",2006,"Wairarapa",0,0
"Rickettsial disease",2006,"Wairarapa",0,0
"Salmonellosis",2006,"Wairarapa",16,41.6
"Hepatitis A",2006,"Wairarapa",1,2.6
"Tetanus",2006,"Wairarapa",0,0
"Giardiasis",2006,"Wairarapa",14,36.4
"Haemophilus influenzae type b",2006,"Wairarapa",0,0
"Yersiniosis",2006,"West Coast",6,19.6
"Hydatid disease",2006,"West Coast",0,0
"Tetanus",2006,"West Coast",0,0
"Rheumatic fever",2006,"West Coast",0,0
"Measles",2006,"West Coast",2,6.5
"Hepatitis B",2006,"West Coast",0,0
"Pertussis",2006,"West Coast",16,52.2
"Arboviral diseases",2006,"West Coast",0,0
"Mumps",2006,"West Coast",0,0
"Cholera",2006,"West Coast",0,0
"Brucellosis",2006,"West Coast",0,0
"Diphtheria",2006,"West Coast",0,0
"Hepatitis NOS",2006,"West Coast",0,0
"Toxic shellfish poisoning",2006,"West Coast",0,0
"Hepatitis C",2006,"West Coast",1,3.3
"Cysticercosis",2006,"West Coast",0,0
"Poliomyelitis",2006,"West Coast",0,0
"Taeniasis",2006,"West Coast",0,0
"Rabies and other lyssaviruses",2006,"West Coast",0,0
"Rubella",2006,"West Coast",0,0
"Typhoid fever",2006,"West Coast",0,0
"Paratyphoid fever",2006,"West Coast",0,0
"Campylobacteriosis",2006,"West Coast",74,241.2
"Legionellosis",2006,"West Coast",0,0
"Q fever",2006,"West Coast",0,0
"Leprosy",2006,"West Coast",0,0
"Meningococcal disease",2006,"West Coast",0,0
"Hepatitis A",2006,"West Coast",0,0
"Malaria",2006,"West Coast",1,3.3
"Leptospirosis",2006,"West Coast",2,6.5
"Shigellosis",2006,"West Coast",1,3.3
"Listeriosis",2006,"West Coast",0,0
"Trichinosis",2006,"West Coast",0,0
"Invasive pneumococcal disease",2006,"West Coast",0,0
"Giardiasis",2006,"West Coast",4,13
"Salmonellosis",2006,"West Coast",5,16.3
"Acute gastroenteritis",2006,"West Coast",5,16.3
"Haemophilus influenzae type b",2006,"West Coast",0,0
"VTEC/STEC infection",2006,"West Coast",0,0
"Tuberculosis disease",2006,"West Coast",2,6.5
"Mpox",2006,"West Coast",0,0
"Rickettsial disease",2006,"West Coast",0,0
"Cryptosporidiosis",2006,"West Coast",16,52.2
"Meningoencephalitis - primary amoebic",2006,"West Coast",0,0
"Hydatid disease",2007,"Waitemata",1,0.2
"Brucellosis",2007,"Waitemata",1,0.2
"Rabies and other lyssaviruses",2007,"Waitemata",0,0
"Arboviral diseases",2007,"Waitemata",25,5.1
"Campylobacteriosis",2007,"Waitemata",1699,344.4
"Tetanus",2007,"Waitemata",0,0
"Hepatitis C",2007,"Waitemata",3,0.6
"Diphtheria",2007,"Waitemata",0,0
"Rheumatic fever",2007,"Waitemata",8,1.6
"Leprosy",2007,"Waitemata",0,0
"Hepatitis B",2007,"Waitemata",11,2.2
"Cryptosporidiosis",2007,"Waitemata",58,11.8
"Meningococcal disease",2007,"Waitemata",6,1.2
"Yersiniosis",2007,"Waitemata",37,7.5
"Toxic shellfish poisoning",2007,"Waitemata",0,0
"Malaria",2007,"Waitemata",1,0.2
"Rubella",2007,"Waitemata",1,0.2
"Rickettsial disease",2007,"Waitemata",1,0.2
"Taeniasis",2007,"Waitemata",1,0.2
"Cysticercosis",2007,"Waitemata",0,0
"Typhoid fever",2007,"Waitemata",8,1.6
"Pertussis",2007,"Waitemata",18,3.6
"Measles",2007,"Waitemata",5,1
"Haemophilus influenzae type b",2007,"Waitemata",4,0.8
"Cholera",2007,"Waitemata",0,0
"Shigellosis",2007,"Waitemata",8,1.6
"Mpox",2007,"Waitemata",0,0
"Salmonellosis",2007,"Waitemata",113,22.9
"Legionellosis",2007,"Waitemata",9,1.8
"Poliomyelitis",2007,"Waitemata",0,0
"Hepatitis NOS",2007,"Waitemata",0,0
"Hepatitis A",2007,"Waitemata",7,1.4
"Invasive pneumococcal disease",2007,"Waitemata",0,0
"Trichinosis",2007,"Waitemata",0,0
"Meningoencephalitis - primary amoebic",2007,"Waitemata",0,0
"Acute gastroenteritis",2007,"Waitemata",82,16.6
"Paratyphoid fever",2007,"Waitemata",1,0.2
"Giardiasis",2007,"Waitemata",143,29
"VTEC/STEC infection",2007,"Waitemata",11,2.2
"Leptospirosis",2007,"Waitemata",1,0.2
"Listeriosis",2007,"Waitemata",1,0.2
"Tuberculosis disease",2007,"Waitemata",40,8.1
"Mumps",2007,"Waitemata",7,1.4
"Q fever",2007,"Waitemata",0,0
"Diphtheria",2007,"Auckland",0,0
"Brucellosis",2007,"Auckland",1,0.2
"Arboviral diseases",2007,"Auckland",32,7.8
"Malaria",2007,"Auckland",8,1.9
"Pertussis",2007,"Auckland",12,2.9
"Yersiniosis",2007,"Auckland",41,10
"Hepatitis C",2007,"Auckland",3,0.7
"Leprosy",2007,"Auckland",1,0.2
"Hydatid disease",2007,"Auckland",1,0.2
"Hepatitis B",2007,"Auckland",12,2.9
"Haemophilus influenzae type b",2007,"Auckland",0,0
"Taeniasis",2007,"Auckland",0,0
"Hepatitis NOS",2007,"Auckland",0,0
"Tetanus",2007,"Auckland",0,0
"Leptospirosis",2007,"Auckland",0,0
"Trichinosis",2007,"Auckland",0,0
"Typhoid fever",2007,"Auckland",12,2.9
"Measles",2007,"Auckland",0,0
"Rabies and other lyssaviruses",2007,"Auckland",0,0
"Toxic shellfish poisoning",2007,"Auckland",0,0
"Cholera",2007,"Auckland",0,0
"Rheumatic fever",2007,"Auckland",19,4.6
"Tuberculosis disease",2007,"Auckland",52,12.6
"Hepatitis A",2007,"Auckland",5,1.2
"Legionellosis",2007,"Auckland",7,1.7
"Meningococcal disease",2007,"Auckland",9,2.2
"Q fever",2007,"Auckland",0,0
"Rickettsial disease",2007,"Auckland",0,0
"Salmonellosis",2007,"Auckland",110,26.8
"Cysticercosis",2007,"Auckland",0,0
"Campylobacteriosis",2007,"Auckland",1381,335.9
"Listeriosis",2007,"Auckland",3,0.7
"Mumps",2007,"Auckland",8,1.9
"Poliomyelitis",2007,"Auckland",0,0
"Shigellosis",2007,"Auckland",27,6.6
"Cryptosporidiosis",2007,"Auckland",45,10.9
"VTEC/STEC infection",2007,"Auckland",4,1
"Giardiasis",2007,"Auckland",188,45.7
"Meningoencephalitis - primary amoebic",2007,"Auckland",0,0
"Rubella",2007,"Auckland",0,0
"Mpox",2007,"Auckland",0,0
"Invasive pneumococcal disease",2007,"Auckland",0,0
"Paratyphoid fever",2007,"Auckland",1,0.2
"Acute gastroenteritis",2007,"Auckland",93,22.6
"Rheumatic fever",2007,"Bay of Plenty",5,2.6
"Hepatitis C",2007,"Bay of Plenty",0,0
"Arboviral diseases",2007,"Bay of Plenty",3,1.5
"Hepatitis NOS",2007,"Bay of Plenty",0,0
"Hydatid disease",2007,"Bay of Plenty",0,0
"Leprosy",2007,"Bay of Plenty",0,0
"Yersiniosis",2007,"Bay of Plenty",20,10.2
"Trichinosis",2007,"Bay of Plenty",0,0
"Hepatitis B",2007,"Bay of Plenty",3,1.5
"Measles",2007,"Bay of Plenty",1,0.5
"Toxic shellfish poisoning",2007,"Bay of Plenty",0,0
"Tetanus",2007,"Bay of Plenty",0,0
"Campylobacteriosis",2007,"Bay of Plenty",498,255
"Leptospirosis",2007,"Bay of Plenty",2,1
"Meningococcal disease",2007,"Bay of Plenty",3,1.5
"Pertussis",2007,"Bay of Plenty",24,12.3
"Brucellosis",2007,"Bay of Plenty",0,0
"Malaria",2007,"Bay of Plenty",0,0
"Cholera",2007,"Bay of Plenty",0,0
"Cysticercosis",2007,"Bay of Plenty",0,0
"Shigellosis",2007,"Bay of Plenty",7,3.6
"Listeriosis",2007,"Bay of Plenty",2,1
"Rickettsial disease",2007,"Bay of Plenty",0,0
"Mumps",2007,"Bay of Plenty",3,1.5
"Haemophilus influenzae type b",2007,"Bay of Plenty",1,0.5
"Cryptosporidiosis",2007,"Bay of Plenty",30,15.4
"Meningoencephalitis - primary amoebic",2007,"Bay of Plenty",0,0
"Taeniasis",2007,"Bay of Plenty",0,0
"Q fever",2007,"Bay of Plenty",0,0
"Poliomyelitis",2007,"Bay of Plenty",0,0
"Rubella",2007,"Bay of Plenty",0,0
"VTEC/STEC infection",2007,"Bay of Plenty",8,4.1
"Diphtheria",2007,"Bay of Plenty",0,0
"Hepatitis A",2007,"Bay of Plenty",3,1.5
"Rabies and other lyssaviruses",2007,"Bay of Plenty",0,0
"Mpox",2007,"Bay of Plenty",0,0
"Legionellosis",2007,"Bay of Plenty",1,0.5
"Tuberculosis disease",2007,"Bay of Plenty",8,4.1
"Paratyphoid fever",2007,"Bay of Plenty",2,1
"Acute gastroenteritis",2007,"Bay of Plenty",14,7.2
"Invasive pneumococcal disease",2007,"Bay of Plenty",0,0
"Typhoid fever",2007,"Bay of Plenty",0,0
"Salmonellosis",2007,"Bay of Plenty",92,47.1
"Giardiasis",2007,"Bay of Plenty",71,36.3
"Leprosy",2007,"Capital, Coast and Hutt Valley",1,0.4
"Rheumatic fever",2007,"Capital, Coast and Hutt Valley",15,5.5
"Measles",2007,"Capital, Coast and Hutt Valley",6,2.2
"Pertussis",2007,"Capital, Coast and Hutt Valley",24,8.8
"Hepatitis NOS",2007,"Capital, Coast and Hutt Valley",0,0
"Arboviral diseases",2007,"Capital, Coast and Hutt Valley",0,0
"Haemophilus influenzae type b",2007,"Capital, Coast and Hutt Valley",0,0
"Campylobacteriosis",2007,"Capital, Coast and Hutt Valley",1425,525.1
"Cholera",2007,"Capital, Coast and Hutt Valley",0,0
"Rabies and other lyssaviruses",2007,"Capital, Coast and Hutt Valley",0,0
"Hepatitis B",2007,"Capital, Coast and Hutt Valley",8,2.9
"Tetanus",2007,"Capital, Coast and Hutt Valley",0,0
"Cysticercosis",2007,"Capital, Coast and Hutt Valley",0,0
"Hydatid disease",2007,"Capital, Coast and Hutt Valley",0,0
"Tuberculosis disease",2007,"Capital, Coast and Hutt Valley",28,10.3
"Brucellosis",2007,"Capital, Coast and Hutt Valley",0,0
"Toxic shellfish poisoning",2007,"Capital, Coast and Hutt Valley",1,0.4
"Meningoencephalitis - primary amoebic",2007,"Capital, Coast and Hutt Valley",0,0
"Acute gastroenteritis",2007,"Capital, Coast and Hutt Valley",86,31.7
"Trichinosis",2007,"Capital, Coast and Hutt Valley",0,0
"Hepatitis C",2007,"Capital, Coast and Hutt Valley",4,1.5
"Q fever",2007,"Capital, Coast and Hutt Valley",0,0
"Meningococcal disease",2007,"Capital, Coast and Hutt Valley",14,5.2
"Taeniasis",2007,"Capital, Coast and Hutt Valley",0,0
"VTEC/STEC infection",2007,"Capital, Coast and Hutt Valley",3,1.1
"Shigellosis",2007,"Capital, Coast and Hutt Valley",10,3.7
"Malaria",2007,"Capital, Coast and Hutt Valley",3,1.1
"Mumps",2007,"Capital, Coast and Hutt Valley",8,2.9
"Legionellosis",2007,"Capital, Coast and Hutt Valley",7,2.6
"Diphtheria",2007,"Capital, Coast and Hutt Valley",0,0
"Listeriosis",2007,"Capital, Coast and Hutt Valley",4,1.5
"Typhoid fever",2007,"Capital, Coast and Hutt Valley",3,1.1
"Cryptosporidiosis",2007,"Capital, Coast and Hutt Valley",135,49.7
"Poliomyelitis",2007,"Capital, Coast and Hutt Valley",0,0
"Rubella",2007,"Capital, Coast and Hutt Valley",3,1.1
"Leptospirosis",2007,"Capital, Coast and Hutt Valley",1,0.4
"Yersiniosis",2007,"Capital, Coast and Hutt Valley",69,25.4
"Giardiasis",2007,"Capital, Coast and Hutt Valley",174,64.1
"Paratyphoid fever",2007,"Capital, Coast and Hutt Valley",2,0.7
"Salmonellosis",2007,"Capital, Coast and Hutt Valley",160,59
"Hepatitis A",2007,"Capital, Coast and Hutt Valley",3,1.1
"Rickettsial disease",2007,"Capital, Coast and Hutt Valley",0,0
"Invasive pneumococcal disease",2007,"Capital, Coast and Hutt Valley",0,0
"Mpox",2007,"Capital, Coast and Hutt Valley",0,0
"Hepatitis NOS",2007,"Nelson Marlborough",0,0
"Rheumatic fever",2007,"Nelson Marlborough",0,0
"Tetanus",2007,"Nelson Marlborough",0,0
"Leprosy",2007,"Nelson Marlborough",0,0
"Pertussis",2007,"Nelson Marlborough",28,21.5
"Arboviral diseases",2007,"Nelson Marlborough",3,2.3
"Campylobacteriosis",2007,"Nelson Marlborough",409,314.4
"Haemophilus influenzae type b",2007,"Nelson Marlborough",0,0
"Brucellosis",2007,"Nelson Marlborough",0,0
"Cholera",2007,"Nelson Marlborough",0,0
"Meningoencephalitis - primary amoebic",2007,"Nelson Marlborough",0,0
"Mumps",2007,"Nelson Marlborough",1,0.8
"Measles",2007,"Nelson Marlborough",1,0.8
"Cysticercosis",2007,"Nelson Marlborough",0,0
"Meningococcal disease",2007,"Nelson Marlborough",1,0.8
"Hepatitis B",2007,"Nelson Marlborough",3,2.3
"Toxic shellfish poisoning",2007,"Nelson Marlborough",0,0
"Cryptosporidiosis",2007,"Nelson Marlborough",30,23.1
"Giardiasis",2007,"Nelson Marlborough",93,71.5
"Trichinosis",2007,"Nelson Marlborough",0,0
"Hepatitis C",2007,"Nelson Marlborough",0,0
"Hydatid disease",2007,"Nelson Marlborough",0,0
"Leptospirosis",2007,"Nelson Marlborough",3,2.3
"Typhoid fever",2007,"Nelson Marlborough",1,0.8
"Poliomyelitis",2007,"Nelson Marlborough",0,0
"Q fever",2007,"Nelson Marlborough",0,0
"Rubella",2007,"Nelson Marlborough",1,0.8
"Diphtheria",2007,"Nelson Marlborough",0,0
"Tuberculosis disease",2007,"Nelson Marlborough",4,3.1
"Legionellosis",2007,"Nelson Marlborough",2,1.5
"Listeriosis",2007,"Nelson Marlborough",0,0
"VTEC/STEC infection",2007,"Nelson Marlborough",5,3.8
"Hepatitis A",2007,"Nelson Marlborough",1,0.8
"Rickettsial disease",2007,"Nelson Marlborough",0,0
"Shigellosis",2007,"Nelson Marlborough",4,3.1
"Rabies and other lyssaviruses",2007,"Nelson Marlborough",0,0
"Taeniasis",2007,"Nelson Marlborough",0,0
"Invasive pneumococcal disease",2007,"Nelson Marlborough",0,0
"Salmonellosis",2007,"Nelson Marlborough",36,27.7
"Malaria",2007,"Nelson Marlborough",1,0.8
"Yersiniosis",2007,"Nelson Marlborough",7,5.4
