"Disease","Report Year","Ethnic Group","Case Count","Case rate per 100,000"
"Listeriosis",2017,"Māori",5,0.7
"Rheumatic fever",2017,"Māori",73,10
"Mumps",2017,"Māori",179,24.4
"Poliomyelitis",2017,"Māori",0,0
"Hepatitis B",2017,"Māori",6,0.8
"Leprosy",2017,"Māori",0,0
"Tuberculosis disease",2017,"Māori",25,3.4
"Tetanus",2017,"Māori",0,0
"Meningococcal disease",2017,"Māori",34,4.6
"Rubella",2017,"Māori",0,0
"Hydatid disease",2017,"Māori",0,0
"Typhoid fever",2017,"Māori",6,0.8
"Leptospirosis",2017,"Māori",19,2.6
"Taeniasis",2017,"Māori",0,0
"Paratyphoid fever",2017,"Māori",11,1.5
"Cysticercosis",2017,"Māori",0,0
"Mpox",2017,"Māori",0,0
"Hepatitis NOS",2017,"Māori",0,0
"Yersiniosis",2017,"Māori",101,13.8
"Arboviral diseases",2017,"Māori",3,0.4
"Malaria",2017,"Māori",1,0.1
"Meningoencephalitis - primary amoebic",2017,"Māori",0,0
"Rabies and other lyssaviruses",2017,"Māori",0,0
"Measles",2017,"Māori",0,0
"Legionellosis",2017,"Māori",23,3.1
"Haemophilus influenzae type b",2017,"Māori",2,0.3
"Acute gastroenteritis",2017,"Māori",34,4.6
"Brucellosis",2017,"Māori",0,0
"Toxic shellfish poisoning",2017,"Māori",2,0.3
"Cryptosporidiosis",2017,"Māori",137,18.7
"Hepatitis C",2017,"Māori",3,0.4
"Giardiasis",2017,"Māori",130,17.8
"Shigellosis",2017,"Māori",14,1.9
"Salmonellosis",2017,"Māori",111,15.2
"Hepatitis A",2017,"Māori",12,1.6
"Campylobacteriosis",2017,"Māori",527,72
"Diphtheria",2017,"Māori",0,0
"Cholera",2017,"Māori",0,0
"Poliomyelitis",2017,"Pacific",0,0
"VTEC/STEC infection",2017,"Pacific",16,5.2
"Tuberculosis disease",2017,"Pacific",35,11.3
"Pertussis",2017,"Pacific",135,43.6
"Leptospirosis",2017,"Pacific",2,0.6
"Hydatid disease",2017,"Pacific",0,0
"Rheumatic fever",2017,"Pacific",73,23.6
"Mumps",2017,"Pacific",673,217.4
"Cysticercosis",2017,"Pacific",0,0
"Arboviral diseases",2017,"Pacific",53,17.1
"Trichinosis",2017,"Pacific",0,0
"Rickettsial disease",2017,"Pacific",0,0
"Q fever",2017,"Pacific",0,0
"Measles",2017,"Pacific",0,0
"Listeriosis",2017,"Pacific",3,1
"Paratyphoid fever",2017,"Pacific",0,0
"Rubella",2017,"Pacific",0,0
"Brucellosis",2017,"Pacific",0,0
"Invasive pneumococcal disease",2017,"Pacific",80,25.8
"Rabies and other lyssaviruses",2017,"Pacific",0,0
"Leprosy",2017,"Pacific",3,1
"Salmonellosis",2017,"Pacific",45,14.5
"Haemophilus influenzae type b",2017,"Pacific",0,0
"Cryptosporidiosis",2017,"Pacific",46,14.9
"Mpox",2017,"Pacific",0,0
"Taeniasis",2017,"Pacific",0,0
"Legionellosis",2017,"Pacific",6,1.9
"Giardiasis",2017,"Pacific",28,9
"Yersiniosis",2017,"Pacific",33,10.7
"Hepatitis NOS",2017,"Pacific",6,1.9
"Tetanus",2017,"Pacific",0,0
"Toxic shellfish poisoning",2017,"Pacific",0,0
"Meningoencephalitis - primary amoebic",2017,"Pacific",0,0
"Acute gastroenteritis",2017,"Pacific",10,3.2
"Meningococcal disease",2017,"Pacific",12,3.9
"Hepatitis B",2017,"Pacific",6,1.9
"Campylobacteriosis",2017,"Pacific",139,44.9
"Hepatitis C",2017,"Pacific",0,0
"Malaria",2017,"Pacific",6,1.9
"Diphtheria",2017,"Pacific",0,0
"Typhoid fever",2017,"Pacific",32,10.3
"Shigellosis",2017,"Pacific",75,24.2
"Hepatitis A",2017,"Pacific",20,6.5
"Cholera",2017,"Pacific",0,0
"VTEC/STEC infection",2017,"Asian",29,5
"Rheumatic fever",2017,"Asian",3,0.5
"Rickettsial disease",2017,"Asian",1,0.2
"Leprosy",2017,"Asian",0,0
"Pertussis",2017,"Asian",68,11.8
"Leptospirosis",2017,"Asian",2,0.3
"Paratyphoid fever",2017,"Asian",9,1.6
"Trichinosis",2017,"Asian",0,0
"Poliomyelitis",2017,"Asian",0,0
"Toxic shellfish poisoning",2017,"Asian",0,0
"Invasive pneumococcal disease",2017,"Asian",29,5
"Measles",2017,"Asian",6,1
"Arboviral diseases",2017,"Asian",41,7.1
"Haemophilus influenzae type b",2017,"Asian",1,0.2
"Hydatid disease",2017,"Asian",0,0
"Meningoencephalitis - primary amoebic",2017,"Asian",0,0
"Mumps",2017,"Asian",169,29.3
"Legionellosis",2017,"Asian",7,1.2
"Tuberculosis disease",2017,"Asian",218,37.8
"Cryptosporidiosis",2017,"Asian",47,8.1
"Q fever",2017,"Asian",0,0
"Salmonellosis",2017,"Asian",97,16.8
"Taeniasis",2017,"Asian",1,0.2
"Listeriosis",2017,"Asian",1,0.2
"Cysticercosis",2017,"Asian",0,0
"Rubella",2017,"Asian",1,0.2
"Diphtheria",2017,"Asian",0,0
"Tetanus",2017,"Asian",0,0
"Hepatitis B",2017,"Asian",3,0.5
"Rabies and other lyssaviruses",2017,"Asian",0,0
"Hepatitis A",2017,"Asian",12,2.1
"Typhoid fever",2017,"Asian",16,2.8
"Giardiasis",2017,"Asian",98,17
"Meningococcal disease",2017,"Asian",5,0.9
"Yersiniosis",2017,"Asian",164,28.4
"Malaria",2017,"Asian",13,2.3
"Mpox",2017,"Asian",0,0
"Cholera",2017,"Asian",0,0
"Hepatitis NOS",2017,"Asian",2,0.3
"Brucellosis",2017,"Asian",0,0
"Acute gastroenteritis",2017,"Asian",23,4
"Hepatitis C",2017,"Asian",1,0.2
"Campylobacteriosis",2017,"Asian",350,60.6
"Shigellosis",2017,"Asian",28,4.9
"Pertussis",2017,"MELAA",26,47.6
"Trichinosis",2017,"MELAA",0,0
"Mumps",2017,"MELAA",13,23.8
"VTEC/STEC infection",2017,"MELAA",12,22
"Tuberculosis disease",2017,"MELAA",6,11
"Rickettsial disease",2017,"MELAA",0,0
"Invasive pneumococcal disease",2017,"MELAA",4,7.3
"Paratyphoid fever",2017,"MELAA",0,0
"Leprosy",2017,"MELAA",0,0
"Poliomyelitis",2017,"MELAA",0,0
"Hydatid disease",2017,"MELAA",1,1.8
"Meningoencephalitis - primary amoebic",2017,"MELAA",0,0
"Measles",2017,"MELAA",0,0
"Cysticercosis",2017,"MELAA",0,0
"Rheumatic fever",2017,"MELAA",0,0
"Rubella",2017,"MELAA",0,0
"Listeriosis",2017,"MELAA",0,0
"Arboviral diseases",2017,"MELAA",5,9.2
"Leptospirosis",2017,"MELAA",0,0
"Hepatitis NOS",2017,"MELAA",0,0
"Hepatitis B",2017,"MELAA",0,0
"Legionellosis",2017,"MELAA",4,7.3
"Tetanus",2017,"MELAA",0,0
"Mpox",2017,"MELAA",0,0
"Acute gastroenteritis",2017,"MELAA",2,3.7
"Brucellosis",2017,"MELAA",1,1.8
"Yersiniosis",2017,"MELAA",18,33
"Cryptosporidiosis",2017,"MELAA",12,22
"Toxic shellfish poisoning",2017,"MELAA",0,0
"Giardiasis",2017,"MELAA",33,60.5
"Q fever",2017,"MELAA",0,0
"Salmonellosis",2017,"MELAA",13,23.8
"Haemophilus influenzae type b",2017,"MELAA",0,0
"Rabies and other lyssaviruses",2017,"MELAA",0,0
"Diphtheria",2017,"MELAA",0,0
"Cholera",2017,"MELAA",0,0
"Typhoid fever",2017,"MELAA",0,0
"Malaria",2017,"MELAA",5,9.2
"Taeniasis",2017,"MELAA",1,1.8
"Shigellosis",2017,"MELAA",5,9.2
"Hepatitis C",2017,"MELAA",0,0
"Meningococcal disease",2017,"MELAA",4,7.3
"Hepatitis A",2017,"MELAA",1,1.8
"Campylobacteriosis",2017,"MELAA",63,115.5
"Tuberculosis disease",2017,"European or Others",23,0.7
"Pertussis",2017,"European or Others",1579,50.6
"VTEC/STEC infection",2017,"European or Others",399,12.8
"Measles",2017,"European or Others",9,0.3
"Poliomyelitis",2017,"European or Others",0,0
"Rickettsial disease",2017,"European or Others",3,0.1
"Rheumatic fever",2017,"European or Others",3,0.1
"Leprosy",2017,"European or Others",0,0
"Mumps",2017,"European or Others",260,8.3
"Leptospirosis",2017,"European or Others",114,3.7
"Hydatid disease",2017,"European or Others",0,0
"Paratyphoid fever",2017,"European or Others",16,0.5
"Rubella",2017,"European or Others",0,0
"Listeriosis",2017,"European or Others",12,0.4
"Invasive pneumococcal disease",2017,"European or Others",265,8.5
"Arboviral diseases",2017,"European or Others",80,2.6
"Trichinosis",2017,"European or Others",0,0
"Q fever",2017,"European or Others",0,0
"Legionellosis",2017,"European or Others",179,5.7
"Cysticercosis",2017,"European or Others",0,0
"Meningoencephalitis - primary amoebic",2017,"European or Others",0,0
"Meningococcal disease",2017,"European or Others",57,1.8
"Brucellosis",2017,"European or Others",0,0
"Toxic shellfish poisoning",2017,"European or Others",3,0.1
"Yersiniosis",2017,"European or Others",574,18.4
"Taeniasis",2017,"European or Others",1,0
"Hepatitis A",2017,"European or Others",11,0.4
"Haemophilus influenzae type b",2017,"European or Others",1,0
"Hepatitis B",2017,"European or Others",11,0.4
"Cryptosporidiosis",2017,"European or Others",897,28.8
"Rabies and other lyssaviruses",2017,"European or Others",0,0
"Diphtheria",2017,"European or Others",1,0
"Salmonellosis",2017,"European or Others",832,26.7
"Giardiasis",2017,"European or Others",1279,41
"Hepatitis NOS",2017,"European or Others",1,0
"Mpox",2017,"European or Others",0,0
"Hepatitis C",2017,"European or Others",16,0.5
"Tetanus",2017,"European or Others",0,0
"Campylobacteriosis",2017,"European or Others",5050,162
"Cholera",2017,"European or Others",0,0
"Typhoid fever",2017,"European or Others",5,0.2
"Acute gastroenteritis",2017,"European or Others",224,7.2
"Malaria",2017,"European or Others",17,0.5
"Shigellosis",2017,"European or Others",117,3.8
"Rheumatic fever",2018,"Māori",68,8.3
"Pertussis",2018,"Māori",557,68.2
"VTEC/STEC infection",2018,"Māori",96,11.8
"Leprosy",2018,"Māori",0,0
"Poliomyelitis",2018,"Māori",0,0
"Leptospirosis",2018,"Māori",18,2.2
"Hydatid disease",2018,"Māori",0,0
"Rubella",2018,"Māori",0,0
"Mumps",2018,"Māori",66,8.1
"Cysticercosis",2018,"Māori",0,0
"Listeriosis",2018,"Māori",1,0.1
"Q fever",2018,"Māori",0,0
"Trichinosis",2018,"Māori",0,0
"Invasive pneumococcal disease",2018,"Māori",129,15.8
"Toxic shellfish poisoning",2018,"Māori",2,0.2
"Legionellosis",2018,"Māori",14,1.7
"Yersiniosis",2018,"Māori",102,12.5
"Rickettsial disease",2018,"Māori",0,0
"Diphtheria",2018,"Māori",0,0
"Tuberculosis disease",2018,"Māori",24,2.9
"Meningoencephalitis - primary amoebic",2018,"Māori",0,0
"Paratyphoid fever",2018,"Māori",2,0.2
"Arboviral diseases",2018,"Māori",6,0.7
"Taeniasis",2018,"Māori",0,0
"Hepatitis B",2018,"Māori",5,0.6
"Giardiasis",2018,"Māori",144,17.6
"Measles",2018,"Māori",0,0
"Typhoid fever",2018,"Māori",0,0
"Meningococcal disease",2018,"Māori",33,4
"Rabies and other lyssaviruses",2018,"Māori",0,0
"Malaria",2018,"Māori",1,0.1
"Hepatitis NOS",2018,"Māori",0,0
"Tetanus",2018,"Māori",0,0
"Acute gastroenteritis",2018,"Māori",20,2.4
"Campylobacteriosis",2018,"Māori",583,71.4
"Salmonellosis",2018,"Māori",122,14.9
"Hepatitis A",2018,"Māori",5,0.6
"Mpox",2018,"Māori",0,0
"Hepatitis C",2018,"Māori",10,1.2
"Haemophilus influenzae type b",2018,"Māori",1,0.1
"Shigellosis",2018,"Māori",16,2
"Cholera",2018,"Māori",0,0
"Brucellosis",2018,"Māori",0,0
"Cryptosporidiosis",2018,"Māori",206,25.2
"Mumps",2018,"Pacific",107,32.4
"Leptospirosis",2018,"Pacific",5,1.5
"Toxic shellfish poisoning",2018,"Pacific",0,0
"Tuberculosis disease",2018,"Pacific",39,11.8
"Rheumatic fever",2018,"Pacific",111,33.6
"VTEC/STEC infection",2018,"Pacific",27,8.2
"Pertussis",2018,"Pacific",154,46.6
"Rickettsial disease",2018,"Pacific",0,0
"Measles",2018,"Pacific",1,0.3
"Poliomyelitis",2018,"Pacific",0,0
"Leprosy",2018,"Pacific",2,0.6
"Legionellosis",2018,"Pacific",5,1.5
"Meningoencephalitis - primary amoebic",2018,"Pacific",0,0
"Cysticercosis",2018,"Pacific",0,0
"Tetanus",2018,"Pacific",0,0
"Yersiniosis",2018,"Pacific",49,14.8
"Hydatid disease",2018,"Pacific",0,0
"Rubella",2018,"Pacific",0,0
"Paratyphoid fever",2018,"Pacific",0,0
"Arboviral diseases",2018,"Pacific",171,51.7
"Acute gastroenteritis",2018,"Pacific",10,3
"Giardiasis",2018,"Pacific",21,6.4
"Q fever",2018,"Pacific",0,0
"Hepatitis A",2018,"Pacific",21,6.4
"Invasive pneumococcal disease",2018,"Pacific",92,27.8
"Rabies and other lyssaviruses",2018,"Pacific",0,0
"Salmonellosis",2018,"Pacific",62,18.8
"Listeriosis",2018,"Pacific",3,0.9
"Malaria",2018,"Pacific",3,0.9
"Shigellosis",2018,"Pacific",64,19.4
"Trichinosis",2018,"Pacific",0,0
"Cryptosporidiosis",2018,"Pacific",72,21.8
"Diphtheria",2018,"Pacific",0,0
"Haemophilus influenzae type b",2018,"Pacific",0,0
"Meningococcal disease",2018,"Pacific",15,4.5
"Typhoid fever",2018,"Pacific",23,7
"Brucellosis",2018,"Pacific",2,0.6
"Mpox",2018,"Pacific",0,0
"Campylobacteriosis",2018,"Pacific",138,41.7
"Taeniasis",2018,"Pacific",0,0
"Hepatitis C",2018,"Pacific",1,0.3
"Cholera",2018,"Pacific",0,0
"Hepatitis B",2018,"Pacific",11,3.3
"Hepatitis NOS",2018,"Pacific",1,0.3
"Leprosy",2018,"Asian",1,0.1
"Poliomyelitis",2018,"Asian",0,0
"Rheumatic fever",2018,"Asian",2,0.3
"Mumps",2018,"Asian",75,10.1
"Pertussis",2018,"Asian",96,12.9
"Leptospirosis",2018,"Asian",2,0.3
"Listeriosis",2018,"Asian",3,0.4
"Cysticercosis",2018,"Asian",1,0.1
"Hepatitis NOS",2018,"Asian",4,0.5
"Rubella",2018,"Asian",0,0
"Q fever",2018,"Asian",0,0
"Toxic shellfish poisoning",2018,"Asian",0,0
"Measles",2018,"Asian",5,0.7
"VTEC/STEC infection",2018,"Asian",58,7.8
"Salmonellosis",2018,"Asian",110,14.8
"Cryptosporidiosis",2018,"Asian",86,11.6
"Invasive pneumococcal disease",2018,"Asian",26,3.5
"Hydatid disease",2018,"Asian",0,0
"Meningoencephalitis - primary amoebic",2018,"Asian",0,0
"Legionellosis",2018,"Asian",6,0.8
"Paratyphoid fever",2018,"Asian",11,1.5
"Malaria",2018,"Asian",12,1.6
"Giardiasis",2018,"Asian",100,13.4
"Trichinosis",2018,"Asian",0,0
"Rickettsial disease",2018,"Asian",0,0
"Tuberculosis disease",2018,"Asian",205,27.5
"Arboviral diseases",2018,"Asian",44,5.9
"Hepatitis A",2018,"Asian",18,2.4
"Brucellosis",2018,"Asian",0,0
"Yersiniosis",2018,"Asian",231,31
"Acute gastroenteritis",2018,"Asian",15,2
"Shigellosis",2018,"Asian",29,3.9
"Diphtheria",2018,"Asian",0,0
"Mpox",2018,"Asian",0,0
"Hepatitis B",2018,"Asian",5,0.7
"Taeniasis",2018,"Asian",0,0
"Rabies and other lyssaviruses",2018,"Asian",0,0
"Typhoid fever",2018,"Asian",25,3.4
"Meningococcal disease",2018,"Asian",9,1.2
"Cholera",2018,"Asian",1,0.1
"Haemophilus influenzae type b",2018,"Asian",1,0.1
"Hepatitis C",2018,"Asian",1,0.1
"Tetanus",2018,"Asian",0,0
"Campylobacteriosis",2018,"Asian",374,50.2
"Leprosy",2018,"MELAA",0,0
"Mumps",2018,"MELAA",15,21
"Cysticercosis",2018,"MELAA",0,0
"Yersiniosis",2018,"MELAA",13,18.2
"Pertussis",2018,"MELAA",21,29.4
"Hydatid disease",2018,"MELAA",0,0
"Rubella",2018,"MELAA",0,0
"Toxic shellfish poisoning",2018,"MELAA",0,0
"Measles",2018,"MELAA",0,0
"Rheumatic fever",2018,"MELAA",0,0
"Diphtheria",2018,"MELAA",0,0
"Giardiasis",2018,"MELAA",27,37.8
"Legionellosis",2018,"MELAA",3,4.2
"Paratyphoid fever",2018,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2018,"MELAA",0,0
"Malaria",2018,"MELAA",7,9.8
"Poliomyelitis",2018,"MELAA",0,0
"VTEC/STEC infection",2018,"MELAA",11,15.4
"Leptospirosis",2018,"MELAA",0,0
"Listeriosis",2018,"MELAA",0,0
"Taeniasis",2018,"MELAA",2,2.8
"Meningococcal disease",2018,"MELAA",2,2.8
"Q fever",2018,"MELAA",0,0
"Tuberculosis disease",2018,"MELAA",14,19.6
"Typhoid fever",2018,"MELAA",0,0
"Tetanus",2018,"MELAA",0,0
"Salmonellosis",2018,"MELAA",10,14
"Shigellosis",2018,"MELAA",5,7
"Acute gastroenteritis",2018,"MELAA",2,2.8
"Hepatitis A",2018,"MELAA",5,7
"Rickettsial disease",2018,"MELAA",0,0
"Trichinosis",2018,"MELAA",0,0
"Brucellosis",2018,"MELAA",1,1.4
"Cryptosporidiosis",2018,"MELAA",13,18.2
"Hepatitis NOS",2018,"MELAA",0,0
"Hepatitis C",2018,"MELAA",0,0
"Rabies and other lyssaviruses",2018,"MELAA",0,0
"Mpox",2018,"MELAA",0,0
"Arboviral diseases",2018,"MELAA",3,4.2
"Invasive pneumococcal disease",2018,"MELAA",0,0
"Campylobacteriosis",2018,"MELAA",44,61.7
"Hepatitis B",2018,"MELAA",1,1.4
"Cholera",2018,"MELAA",0,0
"Haemophilus influenzae type b",2018,"MELAA",0,0
"Rubella",2018,"European or Others",1,0
"Pertussis",2018,"European or Others",2121,72.2
"Leptospirosis",2018,"European or Others",84,2.9
"Cysticercosis",2018,"European or Others",0,0
"Hepatitis NOS",2018,"European or Others",2,0.1
"Hydatid disease",2018,"European or Others",0,0
"Diphtheria",2018,"European or Others",0,0
"Legionellosis",2018,"European or Others",145,4.9
"Poliomyelitis",2018,"European or Others",0,0
"Rickettsial disease",2018,"European or Others",3,0.1
"Meningoencephalitis - primary amoebic",2018,"European or Others",0,0
"Leprosy",2018,"European or Others",0,0
"Malaria",2018,"European or Others",10,0.3
"Typhoid fever",2018,"European or Others",4,0.1
"Trichinosis",2018,"European or Others",0,0
"Salmonellosis",2018,"European or Others",769,26.2
"Listeriosis",2018,"European or Others",23,0.8
"Rheumatic fever",2018,"European or Others",6,0.2
"Hepatitis C",2018,"European or Others",21,0.7
"Giardiasis",2018,"European or Others",1133,38.6
"Hepatitis A",2018,"European or Others",17,0.6
"Haemophilus influenzae type b",2018,"European or Others",1,0
"Mumps",2018,"European or Others",156,5.3
"Rabies and other lyssaviruses",2018,"European or Others",0,0
"Meningococcal disease",2018,"European or Others",61,2.1
"Paratyphoid fever",2018,"European or Others",4,0.1
"Arboviral diseases",2018,"European or Others",79,2.7
"Cholera",2018,"European or Others",0,0
"VTEC/STEC infection",2018,"European or Others",710,24.2
"Q fever",2018,"European or Others",0,0
"Acute gastroenteritis",2018,"European or Others",163,5.5
"Measles",2018,"European or Others",23,0.8
"Campylobacteriosis",2018,"European or Others",4998,170.1
"Cryptosporidiosis",2018,"European or Others",1080,36.8
"Yersiniosis",2018,"European or Others",701,23.9
"Invasive pneumococcal disease",2018,"European or Others",292,9.9
"Tuberculosis disease",2018,"European or Others",18,0.6
"Taeniasis",2018,"European or Others",1,0
"Toxic shellfish poisoning",2018,"European or Others",1,0
"Shigellosis",2018,"European or Others",96,3.3
"Hepatitis B",2018,"European or Others",8,0.3
"Brucellosis",2018,"European or Others",0,0
"Tetanus",2018,"European or Others",0,0
"Mpox",2018,"European or Others",0,0
"Diphtheria",2019,"Māori",0,0
"Legionellosis",2019,"Māori",24,2.9
"Mumps",2019,"Māori",21,2.5
"Leprosy",2019,"Māori",0,0
"Pertussis",2019,"Māori",221,26.7
"Hepatitis C",2019,"Māori",7,0.8
"Hepatitis NOS",2019,"Māori",0,0
"Rubella",2019,"Māori",0,0
"Invasive pneumococcal disease",2019,"Māori",150,18.1
"Cysticercosis",2019,"Māori",0,0
"Measles",2019,"Māori",523,63.2
"VTEC/STEC infection",2019,"Māori",138,16.7
"Hydatid disease",2019,"Māori",0,0
"Toxic shellfish poisoning",2019,"Māori",0,0
"Haemophilus influenzae type b",2019,"Māori",1,0.1
"Campylobacteriosis",2019,"Māori",558,67.5
"Meningococcal disease",2019,"Māori",47,5.7
"Malaria",2019,"Māori",0,0
"Yersiniosis",2019,"Māori",89,10.8
"Salmonellosis",2019,"Māori",135,16.3
"Rheumatic fever",2019,"Māori",59,7.1
"Leptospirosis",2019,"Māori",11,1.3
"Tuberculosis disease",2019,"Māori",29,3.5
"Q fever",2019,"Māori",0,0
"Trichinosis",2019,"Māori",0,0
"Poliomyelitis",2019,"Māori",0,0
"Hepatitis B",2019,"Māori",10,1.2
"Hepatitis A",2019,"Māori",6,0.7
"Shigellosis",2019,"Māori",18,2.2
"Giardiasis",2019,"Māori",176,21.3
"Typhoid fever",2019,"Māori",0,0
"Paratyphoid fever",2019,"Māori",0,0
"Rickettsial disease",2019,"Māori",0,0
"Listeriosis",2019,"Māori",7,0.8
"Meningoencephalitis - primary amoebic",2019,"Māori",0,0
"Taeniasis",2019,"Māori",0,0
"Brucellosis",2019,"Māori",0,0
"Cryptosporidiosis",2019,"Māori",124,15
"Tetanus",2019,"Māori",0,0
"Cholera",2019,"Māori",0,0
"Mpox",2019,"Māori",0,0
"Rabies and other lyssaviruses",2019,"Māori",0,0
"Acute gastroenteritis",2019,"Māori",73,8.8
"Arboviral diseases",2019,"Māori",14,1.7
"Pertussis",2019,"Pacific",94,28
"Toxic shellfish poisoning",2019,"Pacific",0,0
"Legionellosis",2019,"Pacific",6,1.8
"VTEC/STEC infection",2019,"Pacific",31,9.2
"Leptospirosis",2019,"Pacific",3,0.9
"Rubella",2019,"Pacific",0,0
"Hydatid disease",2019,"Pacific",0,0
"Cysticercosis",2019,"Pacific",0,0
"Rheumatic fever",2019,"Pacific",105,31.3
"Tuberculosis disease",2019,"Pacific",46,13.7
"Rickettsial disease",2019,"Pacific",0,0
"Cryptosporidiosis",2019,"Pacific",32,9.5
"Meningococcal disease",2019,"Pacific",28,8.4
"Hepatitis NOS",2019,"Pacific",5,1.5
"Typhoid fever",2019,"Pacific",19,5.7
"Diphtheria",2019,"Pacific",1,0.3
"Measles",2019,"Pacific",879,262.3
"Listeriosis",2019,"Pacific",2,0.6
"Poliomyelitis",2019,"Pacific",0,0
"Mumps",2019,"Pacific",47,14
"Invasive pneumococcal disease",2019,"Pacific",78,23.3
"Arboviral diseases",2019,"Pacific",13,3.9
"Trichinosis",2019,"Pacific",0,0
"Malaria",2019,"Pacific",4,1.2
"Hepatitis A",2019,"Pacific",18,5.4
"Shigellosis",2019,"Pacific",50,14.9
"Hepatitis C",2019,"Pacific",1,0.3
"Cholera",2019,"Pacific",0,0
"Paratyphoid fever",2019,"Pacific",2,0.6
"Meningoencephalitis - primary amoebic",2019,"Pacific",0,0
"Q fever",2019,"Pacific",0,0
"Leprosy",2019,"Pacific",4,1.2
"Salmonellosis",2019,"Pacific",73,21.8
"Brucellosis",2019,"Pacific",0,0
"Campylobacteriosis",2019,"Pacific",150,44.8
"Tetanus",2019,"Pacific",0,0
"Taeniasis",2019,"Pacific",0,0
"Rabies and other lyssaviruses",2019,"Pacific",0,0
"Giardiasis",2019,"Pacific",33,9.8
"Yersiniosis",2019,"Pacific",47,14
"Hepatitis B",2019,"Pacific",2,0.6
"Mpox",2019,"Pacific",0,0
"Haemophilus influenzae type b",2019,"Pacific",0,0
"Acute gastroenteritis",2019,"Pacific",15,4.5
"Rubella",2019,"Asian",1,0.1
"Diphtheria",2019,"Asian",0,0
"Typhoid fever",2019,"Asian",32,4.2
"Legionellosis",2019,"Asian",8,1.1
"Rickettsial disease",2019,"Asian",1,0.1
"Hydatid disease",2019,"Asian",0,0
"Tuberculosis disease",2019,"Asian",206,27.2
"Trichinosis",2019,"Asian",0,0
"Invasive pneumococcal disease",2019,"Asian",20,2.6
"Shigellosis",2019,"Asian",32,4.2
"Hepatitis C",2019,"Asian",1,0.1
"Hepatitis NOS",2019,"Asian",4,0.5
"Malaria",2019,"Asian",8,1.1
"Listeriosis",2019,"Asian",2,0.3
"Poliomyelitis",2019,"Asian",0,0
"Rheumatic fever",2019,"Asian",1,0.1
"Meningococcal disease",2019,"Asian",8,1.1
"Q fever",2019,"Asian",0,0
"Mpox",2019,"Asian",0,0
"Rabies and other lyssaviruses",2019,"Asian",0,0
"VTEC/STEC infection",2019,"Asian",56,7.4
"Acute gastroenteritis",2019,"Asian",35,4.6
"Haemophilus influenzae type b",2019,"Asian",0,0
"Giardiasis",2019,"Asian",125,16.5
"Campylobacteriosis",2019,"Asian",381,50.4
"Paratyphoid fever",2019,"Asian",10,1.3
"Leptospirosis",2019,"Asian",1,0.1
"Leprosy",2019,"Asian",2,0.3
"Mumps",2019,"Asian",45,6
"Cysticercosis",2019,"Asian",0,0
"Meningoencephalitis - primary amoebic",2019,"Asian",0,0
"Toxic shellfish poisoning",2019,"Asian",0,0
"Cryptosporidiosis",2019,"Asian",79,10.4
"Arboviral diseases",2019,"Asian",52,6.9
"Tetanus",2019,"Asian",0,0
"Hepatitis A",2019,"Asian",19,2.5
"Pertussis",2019,"Asian",55,7.3
"Measles",2019,"Asian",170,22.5
"Cholera",2019,"Asian",0,0
"Hepatitis B",2019,"Asian",4,0.5
"Brucellosis",2019,"Asian",1,0.1
"Taeniasis",2019,"Asian",3,0.4
"Yersiniosis",2019,"Asian",250,33.1
"Salmonellosis",2019,"Asian",119,15.7
"Rubella",2019,"MELAA",0,0
"VTEC/STEC infection",2019,"MELAA",17,23.5
"Invasive pneumococcal disease",2019,"MELAA",2,2.8
"Trichinosis",2019,"MELAA",0,0
"Q fever",2019,"MELAA",0,0
"Legionellosis",2019,"MELAA",0,0
"Mumps",2019,"MELAA",11,15.2
"Shigellosis",2019,"MELAA",5,6.9
"Meningococcal disease",2019,"MELAA",1,1.4
"Toxic shellfish poisoning",2019,"MELAA",0,0
"Hepatitis C",2019,"MELAA",0,0
"Hydatid disease",2019,"MELAA",0,0
"Rheumatic fever",2019,"MELAA",0,0
"Poliomyelitis",2019,"MELAA",0,0
"Tuberculosis disease",2019,"MELAA",16,22.1
"Meningoencephalitis - primary amoebic",2019,"MELAA",0,0
"Taeniasis",2019,"MELAA",2,2.8
"Tetanus",2019,"MELAA",0,0
"Malaria",2019,"MELAA",3,4.1
"Haemophilus influenzae type b",2019,"MELAA",0,0
"Campylobacteriosis",2019,"MELAA",49,67.6
"Hepatitis NOS",2019,"MELAA",0,0
"Diphtheria",2019,"MELAA",0,0
"Pertussis",2019,"MELAA",17,23.5
"Salmonellosis",2019,"MELAA",15,20.7
"Cysticercosis",2019,"MELAA",0,0
"Rickettsial disease",2019,"MELAA",0,0
"Yersiniosis",2019,"MELAA",29,40
"Hepatitis B",2019,"MELAA",0,0
"Rabies and other lyssaviruses",2019,"MELAA",0,0
"Arboviral diseases",2019,"MELAA",6,8.3
"Mpox",2019,"MELAA",0,0
"Typhoid fever",2019,"MELAA",1,1.4
"Cryptosporidiosis",2019,"MELAA",10,13.8
"Acute gastroenteritis",2019,"MELAA",5,6.9
"Leptospirosis",2019,"MELAA",1,1.4
"Giardiasis",2019,"MELAA",21,29
"Paratyphoid fever",2019,"MELAA",0,0
"Measles",2019,"MELAA",31,42.8
"Leprosy",2019,"MELAA",0,0
