"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"Cysticercosis",2006,"Canterbury","Male",0,0
"Rabies and other lyssaviruses",2006,"Canterbury","Male",0,0
"Acute gastroenteritis",2006,"Canterbury","Male",61,26.5
"Toxic shellfish poisoning",2006,"Canterbury","Male",0,0
"Haemophilus influenzae type b",2006,"Canterbury","Male",0,0
"Hepatitis A",2006,"Canterbury","Male",15,6.5
"Rheumatic fever",2006,"Canterbury","Male",1,0.4
"Shigellosis",2006,"Canterbury","Male",6,2.6
"Arboviral diseases",2006,"Canterbury","Male",2,0.9
"Diphtheria",2006,"Canterbury","Male",0,0
"Hepatitis NOS",2006,"Canterbury","Male",0,0
"Leptospirosis",2006,"Canterbury","Male",7,3
"Invasive pneumococcal disease",2006,"Canterbury","Male",0,0
"Pertussis",2006,"Canterbury","Male",124,53.9
"Cryptosporidiosis",2006,"Canterbury","Male",50,21.7
"Q fever",2006,"Canterbury","Male",0,0
"Brucellosis",2006,"Canterbury","Male",0,0
"Hepatitis C",2006,"Canterbury","Male",12,5.2
"Cholera",2006,"Canterbury","Male",0,0
"Rubella",2006,"Canterbury","Male",1,0.4
"Meningococcal disease",2006,"Canterbury","Male",9,3.9
"Hepatitis B",2006,"Canterbury","Male",11,4.8
"Malaria",2006,"Canterbury","Male",3,1.3
"Cryptosporidiosis",2006,"Canterbury","Female",37,15.4
"Mumps",2006,"Canterbury","Female",4,1.7
"Acute gastroenteritis",2006,"Canterbury","Female",70,29.1
"Salmonellosis",2006,"Canterbury","Female",78,32.4
"VTEC/STEC infection",2006,"Canterbury","Female",8,3.3
"Cysticercosis",2006,"Canterbury","Female",0,0
"Tetanus",2006,"Canterbury","Female",0,0
"Legionellosis",2006,"Canterbury","Female",2,0.8
"Giardiasis",2006,"Canterbury","Female",52,21.6
"Rickettsial disease",2006,"Canterbury","Female",0,0
"Yersiniosis",2006,"Canterbury","Female",31,12.9
"Hepatitis A",2006,"Canterbury","Female",14,5.8
"Pertussis",2006,"Canterbury","Female",178,73.9
"Invasive pneumococcal disease",2006,"Canterbury","Female",0,0
"Malaria",2006,"Canterbury","Female",1,0.4
"Rabies and other lyssaviruses",2006,"Canterbury","Female",0,0
"Tuberculosis disease",2006,"Canterbury","Female",10,4.2
"Poliomyelitis",2006,"Canterbury","Female",0,0
"Typhoid fever",2006,"Canterbury","Female",0,0
"Listeriosis",2006,"Canterbury","Female",0,0
"Measles",2006,"Canterbury","Female",5,2.1
"Mpox",2006,"Canterbury","Female",0,0
"Meningococcal disease",2006,"Canterbury","Female",9,3.7
"Taeniasis",2006,"Canterbury","Female",0,0
"Cholera",2006,"Canterbury","Female",0,0
"Paratyphoid fever",2006,"Canterbury","Female",0,0
"Brucellosis",2006,"Canterbury","Female",0,0
"Hydatid disease",2006,"Canterbury","Female",0,0
"Hepatitis B",2006,"Canterbury","Female",6,2.5
"Arboviral diseases",2006,"Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2006,"Canterbury","Female",0,0
"Campylobacteriosis",2006,"Canterbury","Female",850,352.9
"Toxic shellfish poisoning",2006,"Canterbury","Female",0,0
"Trichinosis",2006,"Canterbury","Female",0,0
"Leprosy",2006,"Canterbury","Female",0,0
"Diphtheria",2006,"Canterbury","Female",0,0
"Q fever",2006,"Canterbury","Female",0,0
"Hepatitis NOS",2006,"Canterbury","Female",0,0
"Shigellosis",2006,"Canterbury","Female",3,1.2
"Leptospirosis",2006,"Canterbury","Female",2,0.8
"Rubella",2006,"Canterbury","Female",0,0
"Hepatitis C",2006,"Canterbury","Female",3,1.2
"Haemophilus influenzae type b",2006,"Canterbury","Female",0,0
"Rheumatic fever",2006,"Canterbury","Female",0,0
"VTEC/STEC infection",2006,"Southern","Male",9,6.4
"Legionellosis",2006,"Southern","Male",2,1.4
"Cysticercosis",2006,"Southern","Male",0,0
"Typhoid fever",2006,"Southern","Male",0,0
"Tetanus",2006,"Southern","Male",0,0
"Hepatitis A",2006,"Southern","Male",1,0.7
"Trichinosis",2006,"Southern","Male",0,0
"Leprosy",2006,"Southern","Male",0,0
"Giardiasis",2006,"Southern","Male",46,32.8
"Yersiniosis",2006,"Southern","Male",13,9.3
"Malaria",2006,"Southern","Male",1,0.7
"Measles",2006,"Southern","Male",1,0.7
"Meningococcal disease",2006,"Southern","Male",9,6.4
"Cholera",2006,"Southern","Male",0,0
"Mumps",2006,"Southern","Male",1,0.7
"Rabies and other lyssaviruses",2006,"Southern","Male",0,0
"Poliomyelitis",2006,"Southern","Male",0,0
"Hydatid disease",2006,"Southern","Male",0,0
"Rickettsial disease",2006,"Southern","Male",0,0
"Listeriosis",2006,"Southern","Male",0,0
"Campylobacteriosis",2006,"Southern","Male",588,419.4
"Hepatitis B",2006,"Southern","Male",0,0
"Paratyphoid fever",2006,"Southern","Male",0,0
"Tuberculosis disease",2006,"Southern","Male",7,5
"Shigellosis",2006,"Southern","Male",1,0.7
"Rubella",2006,"Southern","Male",1,0.7
"Taeniasis",2006,"Southern","Male",0,0
"Meningoencephalitis - primary amoebic",2006,"Southern","Male",0,0
"Arboviral diseases",2006,"Southern","Male",0,0
"Invasive pneumococcal disease",2006,"Southern","Male",0,0
"Haemophilus influenzae type b",2006,"Southern","Male",0,0
"Cryptosporidiosis",2006,"Southern","Male",39,27.8
"Toxic shellfish poisoning",2006,"Southern","Male",0,0
"Pertussis",2006,"Southern","Male",32,22.8
"Acute gastroenteritis",2006,"Southern","Male",23,16.4
"Diphtheria",2006,"Southern","Male",0,0
"Brucellosis",2006,"Southern","Male",0,0
"Q fever",2006,"Southern","Male",0,0
"Mpox",2006,"Southern","Male",0,0
"Rheumatic fever",2006,"Southern","Male",0,0
"Hepatitis NOS",2006,"Southern","Male",0,0
"Leptospirosis",2006,"Southern","Male",3,2.1
"Hepatitis C",2006,"Southern","Male",2,1.4
"Salmonellosis",2006,"Southern","Male",81,57.8
"Paratyphoid fever",2006,"Southern","Female",1,0.7
"Giardiasis",2006,"Southern","Female",39,26.9
"Poliomyelitis",2006,"Southern","Female",0,0
"Hepatitis B",2006,"Southern","Female",0,0
"Leprosy",2006,"Southern","Female",0,0
"Yersiniosis",2006,"Southern","Female",12,8.3
"Arboviral diseases",2006,"Southern","Female",2,1.4
"Trichinosis",2006,"Southern","Female",0,0
"Leptospirosis",2006,"Southern","Female",0,0
"Legionellosis",2006,"Southern","Female",5,3.5
"Rickettsial disease",2006,"Southern","Female",0,0
"Meningoencephalitis - primary amoebic",2006,"Southern","Female",0,0
"Mumps",2006,"Southern","Female",1,0.7
"VTEC/STEC infection",2006,"Southern","Female",1,0.7
"Hepatitis A",2006,"Southern","Female",1,0.7
"Meningococcal disease",2006,"Southern","Female",7,4.8
"Listeriosis",2006,"Southern","Female",0,0
"Toxic shellfish poisoning",2006,"Southern","Female",0,0
"Hydatid disease",2006,"Southern","Female",0,0
"Q fever",2006,"Southern","Female",0,0
"Measles",2006,"Southern","Female",0,0
"Tuberculosis disease",2006,"Southern","Female",2,1.4
"Brucellosis",2006,"Southern","Female",0,0
"Diphtheria",2006,"Southern","Female",0,0
"Shigellosis",2006,"Southern","Female",1,0.7
"Typhoid fever",2006,"Southern","Female",0,0
"Cholera",2006,"Southern","Female",0,0
"Cysticercosis",2006,"Southern","Female",0,0
"Salmonellosis",2006,"Southern","Female",74,51.1
"Tetanus",2006,"Southern","Female",0,0
"Pertussis",2006,"Southern","Female",44,30.4
"Haemophilus influenzae type b",2006,"Southern","Female",1,0.7
"Rheumatic fever",2006,"Southern","Female",1,0.7
"Taeniasis",2006,"Southern","Female",0,0
"Acute gastroenteritis",2006,"Southern","Female",20,13.8
"Rubella",2006,"Southern","Female",1,0.7
"Cryptosporidiosis",2006,"Southern","Female",35,24.2
"Hepatitis NOS",2006,"Southern","Female",0,0
"Rabies and other lyssaviruses",2006,"Southern","Female",0,0
"Campylobacteriosis",2006,"Southern","Female",552,381.1
"Malaria",2006,"Southern","Female",0,0
"Mpox",2006,"Southern","Female",0,0
"Hepatitis C",2006,"Southern","Female",0,0
"Invasive pneumococcal disease",2006,"Southern","Female",0,0
"Cysticercosis",2006,"South Canterbury","Male",0,0
"Rickettsial disease",2006,"South Canterbury","Male",0,0
"Leprosy",2006,"South Canterbury","Male",0,0
"Mumps",2006,"South Canterbury","Male",0,0
"Legionellosis",2006,"South Canterbury","Male",0,0
"Tuberculosis disease",2006,"South Canterbury","Male",0,0
"Paratyphoid fever",2006,"South Canterbury","Male",0,0
"Hepatitis A",2006,"South Canterbury","Male",0,0
"Arboviral diseases",2006,"South Canterbury","Male",0,0
"VTEC/STEC infection",2006,"South Canterbury","Male",2,7.5
"Meningococcal disease",2006,"South Canterbury","Male",0,0
"Hydatid disease",2006,"South Canterbury","Male",0,0
"Trichinosis",2006,"South Canterbury","Male",0,0
"Giardiasis",2006,"South Canterbury","Male",10,37.6
"Campylobacteriosis",2006,"South Canterbury","Male",159,598.2
"Yersiniosis",2006,"South Canterbury","Male",6,22.6
"Malaria",2006,"South Canterbury","Male",1,3.8
"Acute gastroenteritis",2006,"South Canterbury","Male",2,7.5
"Leptospirosis",2006,"South Canterbury","Male",3,11.3
"Rubella",2006,"South Canterbury","Male",0,0
"Brucellosis",2006,"South Canterbury","Male",0,0
"Shigellosis",2006,"South Canterbury","Male",0,0
"Meningoencephalitis - primary amoebic",2006,"South Canterbury","Male",0,0
"Poliomyelitis",2006,"South Canterbury","Male",0,0
"Tetanus",2006,"South Canterbury","Male",0,0
"Hepatitis NOS",2006,"South Canterbury","Male",0,0
"Listeriosis",2006,"South Canterbury","Male",1,3.8
"Typhoid fever",2006,"South Canterbury","Male",0,0
"Toxic shellfish poisoning",2006,"South Canterbury","Male",0,0
"Q fever",2006,"South Canterbury","Male",0,0
"Measles",2006,"South Canterbury","Male",0,0
"Taeniasis",2006,"South Canterbury","Male",0,0
"Diphtheria",2006,"South Canterbury","Male",0,0
"Hepatitis B",2006,"South Canterbury","Male",1,3.8
"Cryptosporidiosis",2006,"South Canterbury","Male",20,75.2
"Rabies and other lyssaviruses",2006,"South Canterbury","Male",0,0
"Cholera",2006,"South Canterbury","Male",0,0
"Salmonellosis",2006,"South Canterbury","Male",20,75.2
"Haemophilus influenzae type b",2006,"South Canterbury","Male",1,3.8
"Mpox",2006,"South Canterbury","Male",0,0
"Pertussis",2006,"South Canterbury","Male",7,26.3
"Hepatitis C",2006,"South Canterbury","Male",0,0
"Rheumatic fever",2006,"South Canterbury","Male",0,0
"Invasive pneumococcal disease",2006,"South Canterbury","Male",0,0
"Tuberculosis disease",2006,"South Canterbury","Female",1,3.6
"Hepatitis A",2006,"South Canterbury","Female",0,0
"Arboviral diseases",2006,"South Canterbury","Female",1,3.6
"Leptospirosis",2006,"South Canterbury","Female",0,0
"Paratyphoid fever",2006,"South Canterbury","Female",0,0
"Poliomyelitis",2006,"South Canterbury","Female",0,0
"Brucellosis",2006,"South Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2006,"South Canterbury","Female",0,0
"Meningococcal disease",2006,"South Canterbury","Female",1,3.6
"Rabies and other lyssaviruses",2006,"South Canterbury","Female",0,0
"Mumps",2006,"South Canterbury","Female",1,3.6
"Campylobacteriosis",2006,"South Canterbury","Female",121,438.3
"Pertussis",2006,"South Canterbury","Female",13,47.1
"Malaria",2006,"South Canterbury","Female",0,0
"Giardiasis",2006,"South Canterbury","Female",6,21.7
"Yersiniosis",2006,"South Canterbury","Female",4,14.5
"Invasive pneumococcal disease",2006,"South Canterbury","Female",0,0
"Rubella",2006,"South Canterbury","Female",0,0
"Acute gastroenteritis",2006,"South Canterbury","Female",2,7.2
"Cysticercosis",2006,"South Canterbury","Female",0,0
"Legionellosis",2006,"South Canterbury","Female",0,0
"Tetanus",2006,"South Canterbury","Female",0,0
"Hepatitis NOS",2006,"South Canterbury","Female",0,0
"Mpox",2006,"South Canterbury","Female",0,0
"Typhoid fever",2006,"South Canterbury","Female",0,0
"Salmonellosis",2006,"South Canterbury","Female",17,61.6
"Rickettsial disease",2006,"South Canterbury","Female",0,0
"Measles",2006,"South Canterbury","Female",0,0
"Taeniasis",2006,"South Canterbury","Female",0,0
"Diphtheria",2006,"South Canterbury","Female",0,0
"Hydatid disease",2006,"South Canterbury","Female",0,0
"Rheumatic fever",2006,"South Canterbury","Female",0,0
"VTEC/STEC infection",2006,"South Canterbury","Female",2,7.2
"Shigellosis",2006,"South Canterbury","Female",0,0
"Hepatitis B",2006,"South Canterbury","Female",0,0
"Toxic shellfish poisoning",2006,"South Canterbury","Female",0,0
"Leprosy",2006,"South Canterbury","Female",0,0
"Listeriosis",2006,"South Canterbury","Female",0,0
"Hepatitis C",2006,"South Canterbury","Female",0,0
"Q fever",2006,"South Canterbury","Female",0,0
"Cryptosporidiosis",2006,"South Canterbury","Female",20,72.4
"Cholera",2006,"South Canterbury","Female",0,0
"Haemophilus influenzae type b",2006,"South Canterbury","Female",0,0
"Trichinosis",2006,"South Canterbury","Female",0,0
"Leptospirosis",2006,"Northland","Male",9,12.9
"Typhoid fever",2006,"Northland","Male",1,1.4
"Legionellosis",2006,"Northland","Male",2,2.9
"Haemophilus influenzae type b",2006,"Northland","Male",0,0
"Yersiniosis",2006,"Northland","Male",3,4.3
"Hepatitis B",2006,"Northland","Male",1,1.4
"Giardiasis",2006,"Northland","Male",32,46
"Hepatitis A",2006,"Northland","Male",1,1.4
"Campylobacteriosis",2006,"Northland","Male",203,291.9
"Hydatid disease",2006,"Northland","Male",0,0
"Mumps",2006,"Northland","Male",1,1.4
"Salmonellosis",2006,"Northland","Male",28,40.3
"Diphtheria",2006,"Northland","Male",0,0
"Invasive pneumococcal disease",2006,"Northland","Male",0,0
"Cysticercosis",2006,"Northland","Male",0,0
"Measles",2006,"Northland","Male",0,0
"Poliomyelitis",2006,"Northland","Male",0,0
"Meningoencephalitis - primary amoebic",2006,"Northland","Male",0,0
"Tuberculosis disease",2006,"Northland","Male",14,20.1
"VTEC/STEC infection",2006,"Northland","Male",3,4.3
"Meningococcal disease",2006,"Northland","Male",8,11.5
"Listeriosis",2006,"Northland","Male",0,0
"Shigellosis",2006,"Northland","Male",1,1.4
"Tetanus",2006,"Northland","Male",0,0
"Toxic shellfish poisoning",2006,"Northland","Male",0,0
"Hepatitis C",2006,"Northland","Male",0,0
"Malaria",2006,"Northland","Male",0,0
"Rubella",2006,"Northland","Male",0,0
"Acute gastroenteritis",2006,"Northland","Male",2,2.9
"Cholera",2006,"Northland","Male",0,0
"Arboviral diseases",2006,"Northland","Male",0,0
"Paratyphoid fever",2006,"Northland","Male",0,0
"Rabies and other lyssaviruses",2006,"Northland","Male",0,0
"Cryptosporidiosis",2006,"Northland","Male",13,18.7
"Leprosy",2006,"Northland","Male",0,0
"Rickettsial disease",2006,"Northland","Male",0,0
"Taeniasis",2006,"Northland","Male",0,0
"Hepatitis NOS",2006,"Northland","Male",0,0
"Pertussis",2006,"Northland","Male",5,7.2
"Brucellosis",2006,"Northland","Male",0,0
"Q fever",2006,"Northland","Male",0,0
"Trichinosis",2006,"Northland","Male",0,0
"Rheumatic fever",2006,"Northland","Male",11,15.8
"Mpox",2006,"Northland","Male",0,0
"VTEC/STEC infection",2006,"Northland","Female",1,1.4
"Cysticercosis",2006,"Northland","Female",0,0
"Leprosy",2006,"Northland","Female",0,0
"Typhoid fever",2006,"Northland","Female",0,0
"Legionellosis",2006,"Northland","Female",0,0
"Diphtheria",2006,"Northland","Female",0,0
"Mumps",2006,"Northland","Female",0,0
"Cryptosporidiosis",2006,"Northland","Female",10,13.8
"Measles",2006,"Northland","Female",0,0
"Yersiniosis",2006,"Northland","Female",6,8.3
"Meningococcal disease",2006,"Northland","Female",1,1.4
"Arboviral diseases",2006,"Northland","Female",0,0
"Hepatitis B",2006,"Northland","Female",0,0
"Rubella",2006,"Northland","Female",0,0
"Hepatitis A",2006,"Northland","Female",3,4.1
"Cholera",2006,"Northland","Female",0,0
"Rabies and other lyssaviruses",2006,"Northland","Female",0,0
"Listeriosis",2006,"Northland","Female",1,1.4
"Poliomyelitis",2006,"Northland","Female",0,0
"Trichinosis",2006,"Northland","Female",0,0
"Invasive pneumococcal disease",2006,"Northland","Female",0,0
"Toxic shellfish poisoning",2006,"Northland","Female",0,0
"Malaria",2006,"Northland","Female",0,0
"Brucellosis",2006,"Northland","Female",0,0
"Hydatid disease",2006,"Northland","Female",0,0
"Leptospirosis",2006,"Northland","Female",4,5.5
"Tuberculosis disease",2006,"Northland","Female",15,20.7
"Taeniasis",2006,"Northland","Female",0,0
"Giardiasis",2006,"Northland","Female",36,49.7
"Shigellosis",2006,"Northland","Female",2,2.8
"Tetanus",2006,"Northland","Female",0,0
"Rickettsial disease",2006,"Northland","Female",0,0
"Haemophilus influenzae type b",2006,"Northland","Female",0,0
"Pertussis",2006,"Northland","Female",1,1.4
"Salmonellosis",2006,"Northland","Female",17,23.5
"Q fever",2006,"Northland","Female",0,0
"Campylobacteriosis",2006,"Northland","Female",169,233.1
"Hepatitis C",2006,"Northland","Female",0,0
"Meningoencephalitis - primary amoebic",2006,"Northland","Female",0,0
"Paratyphoid fever",2006,"Northland","Female",0,0
"Acute gastroenteritis",2006,"Northland","Female",1,1.4
"Mpox",2006,"Northland","Female",0,0
"Hepatitis NOS",2006,"Northland","Female",0,0
"Rheumatic fever",2006,"Northland","Female",3,4.1
"VTEC/STEC infection",2006,"Counties Manukau","Male",3,1.4
"Trichinosis",2006,"Counties Manukau","Male",0,0
"Cysticercosis",2006,"Counties Manukau","Male",0,0
"Salmonellosis",2006,"Counties Manukau","Male",53,25.1
"Leptospirosis",2006,"Counties Manukau","Male",1,0.5
"Listeriosis",2006,"Counties Manukau","Male",2,0.9
"Mumps",2006,"Counties Manukau","Male",5,2.4
"Measles",2006,"Counties Manukau","Male",0,0
"Toxic shellfish poisoning",2006,"Counties Manukau","Male",0,0
"Hepatitis A",2006,"Counties Manukau","Male",19,9
"Yersiniosis",2006,"Counties Manukau","Male",22,10.4
"Acute gastroenteritis",2006,"Counties Manukau","Male",24,11.4
"Legionellosis",2006,"Counties Manukau","Male",6,2.8
"Poliomyelitis",2006,"Counties Manukau","Male",0,0
"Meningoencephalitis - primary amoebic",2006,"Counties Manukau","Male",0,0
"Typhoid fever",2006,"Counties Manukau","Male",5,2.4
"Giardiasis",2006,"Counties Manukau","Male",52,24.7
"Tuberculosis disease",2006,"Counties Manukau","Male",33,15.7
"Rickettsial disease",2006,"Counties Manukau","Male",0,0
"Hepatitis C",2006,"Counties Manukau","Male",0,0
"Diphtheria",2006,"Counties Manukau","Male",0,0
"Meningococcal disease",2006,"Counties Manukau","Male",15,7.1
"Rubella",2006,"Counties Manukau","Male",0,0
"Invasive pneumococcal disease",2006,"Counties Manukau","Male",0,0
"Hydatid disease",2006,"Counties Manukau","Male",0,0
"Cholera",2006,"Counties Manukau","Male",0,0
"Pertussis",2006,"Counties Manukau","Male",2,0.9
"Hepatitis B",2006,"Counties Manukau","Male",10,4.7
"Campylobacteriosis",2006,"Counties Manukau","Male",810,384.2
"Tetanus",2006,"Counties Manukau","Male",0,0
"Arboviral diseases",2006,"Counties Manukau","Male",0,0
"Cryptosporidiosis",2006,"Counties Manukau","Male",11,5.2
"Malaria",2006,"Counties Manukau","Male",6,2.8
"Leprosy",2006,"Counties Manukau","Male",0,0
"Shigellosis",2006,"Counties Manukau","Male",8,3.8
"Brucellosis",2006,"Counties Manukau","Male",0,0
"Paratyphoid fever",2006,"Counties Manukau","Male",4,1.9
"Taeniasis",2006,"Counties Manukau","Male",0,0
"Mpox",2006,"Counties Manukau","Male",0,0
"Rabies and other lyssaviruses",2006,"Counties Manukau","Male",0,0
"Haemophilus influenzae type b",2006,"Counties Manukau","Male",0,0
"Hepatitis NOS",2006,"Counties Manukau","Male",0,0
"Q fever",2006,"Counties Manukau","Male",0,0
"Rheumatic fever",2006,"Counties Manukau","Male",13,6.2
"Cysticercosis",2006,"Counties Manukau","Female",0,0
"Leptospirosis",2006,"Counties Manukau","Female",0,0
"Meningoencephalitis - primary amoebic",2006,"Counties Manukau","Female",0,0
"Rickettsial disease",2006,"Counties Manukau","Female",0,0
"Poliomyelitis",2006,"Counties Manukau","Female",0,0
"Cryptosporidiosis",2006,"Counties Manukau","Female",12,5.4
"Acute gastroenteritis",2006,"Counties Manukau","Female",31,14.1
"Giardiasis",2006,"Counties Manukau","Female",44,20
"Trichinosis",2006,"Counties Manukau","Female",0,0
"Arboviral diseases",2006,"Counties Manukau","Female",0,0
"Mumps",2006,"Counties Manukau","Female",3,1.4
"Tuberculosis disease",2006,"Counties Manukau","Female",33,15
"Hepatitis A",2006,"Counties Manukau","Female",17,7.7
"Listeriosis",2006,"Counties Manukau","Female",1,0.5
"Toxic shellfish poisoning",2006,"Counties Manukau","Female",0,0
"Pertussis",2006,"Counties Manukau","Female",9,4.1
"Salmonellosis",2006,"Counties Manukau","Female",39,17.7
"Diphtheria",2006,"Counties Manukau","Female",0,0
"Brucellosis",2006,"Counties Manukau","Female",0,0
"Rubella",2006,"Counties Manukau","Female",0,0
"Paratyphoid fever",2006,"Counties Manukau","Female",6,2.7
"Shigellosis",2006,"Counties Manukau","Female",4,1.8
"Cholera",2006,"Counties Manukau","Female",0,0
"Hepatitis B",2006,"Counties Manukau","Female",2,0.9
"Legionellosis",2006,"Counties Manukau","Female",1,0.5
"Meningococcal disease",2006,"Counties Manukau","Female",11,5
"Campylobacteriosis",2006,"Counties Manukau","Female",684,310.2
"Mpox",2006,"Counties Manukau","Female",0,0
"Tetanus",2006,"Counties Manukau","Female",0,0
